MTS793|BTW|ENG|1|0|.|/|:|44|1|1|A

Data Header:                                                Time:     113.8125  Sec       28/01/2022 11:39:25
Data Acquisition: Timed
Station Name: FORTH-1.cfg
Test File Name: Pappas.tst
Ch 1 Displacement Ch 1 Force Time
mm        kN        Sec
0.00040829182 0.00055058626 0.029296875
-4.7683716e-05 0.00064314809 0.048828125
0.00011920929 0.00023569446 0.068359375
0.00027418137 0.00039445003 0.087890625
-0.00090301037 0.00010123476 0.10742188
-0.0013142824 0.0006864313 0.12695313
-0.00230968 0.00091850525 0.14648438
-0.0026404858 0.00090346439 0.16601563
-0.0037938356 0.00054273987 0.18554688
-0.003734231 0.00060313614 0.20507813
-0.0050902367 0.0010071904 0.22460938
-0.0047773123 0.00010738149 0.24414063
-0.0064373016 0.00028311042 0.26367188
-0.0056833029 0.00015969854 0.28320313
-0.0075697899 0.00041556777 0.30273438
-0.0076830387 0.00028570648 0.32226563
-0.00859797 0.00042207539 0.34179688
-0.0089466572 0.00038285507 0.36132813
-0.0095754862 0.00031397212 0.38085938
-0.010544062 0.00036252895 0.40039063
-0.011277199 0.00086590881 0.41992188
-0.011786819 0.00050910749 0.43945313
-0.012406707 0.00080104219 0.45898438
-0.013312697 0.00016045524 0.47851563
-0.014486909 3.1245872e-05 0.49804688
-0.014546514 0.00048840884 0.51757813
-0.0148803 0.00042399624 0.53710938
-0.016340613 0.0005394686 0.55664063
-0.016704202 0.00019716099 0.57617188
-0.017803907 0.0003227964 0.59570313
-0.018319488 0.00053135445 0.61523438
-0.019264221 0.00069459202 0.63476563
-0.018751621 0.00071825925 0.65429688
-0.019317865 0.00025808113 0.67382813
-0.020518899 0.00033775577 0.69335938
-0.021231174 0.00045821071 0.71289063
-0.021538138 -0.00023173634 0.73242188
-0.022193789 0.00032754615 0.75195313
-0.023266673 0.00026253983 0.77148438
-0.023752451 -0.00018472783 0.79101563
-0.024399161 0.00077004079 0.81054688
-0.024545193 0.00055273995 0.83007813
-0.025737286 0.00045166817 0.84960938
-0.026249886 0.00054321717 0.86914063
-0.026768446 0.00048532384 0.88867188
-0.027838349 0.00075879507 0.90820313
-0.027734041 0.0005637412 0.92773438
-0.028371811 0.00060092425 0.94726563
-0.029748678 0.00056778081 0.96679688
-0.030353665 0.0003581983 0.98632813
-0.030913949 0.00052140094 1.0058594
-0.031521916 -9.1153197e-06 1.0253906
-0.031742454 0.00042538159 1.0449219
-0.032132864 4.4703484e-06 1.0644531
-0.033327937 0.00036932761 1.0839844
-0.034046173 0.00042677857 1.1035156
-0.035312772 0.00047489302 1.1230469
-0.035443902 0.00060143648 1.1425781
-0.035920739 0.00031021191 1.1621094
-0.036898255 0.00011429656 1.1816406
-0.037571788 -0.00038798898 1.2011719
-0.038155913 0.00021439046 1.2207031
-0.038680434 0.0001212582 1.2402344
-0.038996339 0.00016775448 1.2597656
-0.039532781 -0.00017184066 1.2792969
-0.040739775 -0.00019216677 1.2988281
-0.041121244 0.00015406404 1.3183594
-0.042396784 0.00043110922 1.3378906
-0.042593479 0.0004698406 1.3574219
-0.043040514 5.1339157e-06 1.3769531
-0.044482946 0.00041599851 1.3964844
-0.044426322 0.00018919818 1.4160156
-0.045344234 0.000155624 1.4355469
-0.045949221 0.00017198035 1.4550781
-0.047060847 0.00031098025 1.4746094
-0.047171116 -0.00019633444 1.4941406
-0.048190355 -0.00037066638 1.5136719
-0.048571825 0.00015697442 1.5332031
-0.049930811 0.00074271811 1.5527344
-0.049754977 0.00046254136 1.5722656
-0.051259995 0.0005481299 1.5917969
-0.051537156 0.00042396132 1.6113281
-0.051516294 0.00033531105 1.6308594
-0.052079558 0.00063052867 1.6503906
-0.053560734 0.00023643952 1.6699219
-0.054192543 6.2945765e-05 1.6894531
-0.054737926 0.00011901138 1.7089844
-0.055527687 0.00025839545 1.7285156
-0.056496263 -0.00036022393 1.7480469
-0.05774796 0.00017634593 1.7675781
-0.057905912 -8.137431e-06 1.7871094
-0.058665872 0.00010697404 1.8066406
-0.058829784 0.00021131709 1.8261719
-0.060030818 0.00031857053 1.8457031
-0.060039759 1.1292286e-05 1.8652344
-0.061005354 -5.1315874e-05 1.8847656
-0.061044097 9.6927397e-05 1.9042969
-0.06172061 0.00024943147 1.9238281
-0.062435865 0.00010400545 1.9433594
-0.063994527 3.7136488e-06 1.9628906
-0.063365698 -0.00027919887 1.9824219
-0.064262748 -0.00018490246 2.0019531
-0.065371394 0.00044038752 2.0214844
-0.065630674 0.00038298313 2.0410156
-0.066509843 -0.00017224811 2.0605469
-0.066700578 0.00053961994 2.0800781
-0.067189336 0.00014320249 2.0996094
-0.067931414 0.00019463478 2.1191406
-0.06864965 0.00040328596 2.1386719
-0.069269538 0.00018414576 2.1582031
-0.070589781 -2.2852328e-05 2.1777344
-0.071156025 9.1257971e-05 2.1972656
-0.071236491 -3.8126018e-05 2.2167969
-0.071811676 -0.00015331898 2.2363281
-0.072443485 3.8312282e-05 2.2558594
-0.072753429 0.0001346576 2.2753906
-0.073936582 0.00048796646 2.2949219
-0.074848533 0.00027421629 2.3144531
-0.075131655 -7.0629176e-05 2.3339844
-0.076237321 -8.6729415e-06 2.3535156
-0.076469779 0.00021395972 2.3730469
-0.077870488 0.00031831441 2.3925781
-0.077494979 -0.00010724179 2.4121094
-0.078636408 -0.00045018969 2.4316406
-0.079372525 -0.00013567042 2.4511719
-0.080174208 4.429603e-05 2.4707031
-0.080808997 -7.3760748e-05 2.4902344
-0.081261992 -0.00045124907 2.5097656
-0.082111359 -2.8184149e-05 2.5292969
-0.082939863 0.00037284335 2.5488281
-0.083068013 -9.1793481e-05 2.5683594
-0.083968043 0.00069530215 2.5878906
