MTS793|BTW|ENG|1|0|.|/|:|44|1|1|A

Data Header:                                                Time:     145.10742 Sec       28/01/2022 11:59:45
Data Acquisition: Timed
Station Name: FORTH-1.cfg
Test File Name: Pappas.tst
Ch 1 Displacement Ch 1 Force Time
mm        kN        Sec
0.00023245811 7.0990063e-05 0.029296875
0.00037550926 7.6834112e-05 0.048828125
-0.00093281269 -0.00023533357 0.068359375
-0.0012636185 -4.0989835e-05 0.087890625
-0.00067353249 8.4517524e-06 0.10742188
-0.0025480986 -0.0001896522 0.12695313
-0.0028133392 -0.00043134205 0.14648438
-0.0036805868 8.053612e-05 0.16601563
-0.0032424927 -0.00012739329 0.18554688
-0.0043213367 -5.5180863e-05 0.20507813
-0.0041514635 0.000559818 0.22460938
-0.0053405762 0.00070610549 0.24414063
-0.0062823296 0.00031096861 0.26367188
-0.0067472458 -0.00027701026 0.28320313
-0.0075936317 -0.00043039909 0.30273438
-0.0081717968 -0.00017361017 0.32226563
-0.0087887049 -9.7136945e-05 0.34179688
-0.0093996525 -1.398148e-05 0.36132813
-0.010207295 0.00014053658 0.38085938
-0.010737777 2.3085158e-05 0.40039063
-0.011724234 0.00021627638 0.41992188
-0.011965632 0.00071191462 0.43945313
-0.0128299 9.3737617e-05 0.45898438
-0.013530254 0.00019655563 0.47851563
-0.014260411 0.00024964102 0.49804688
-0.014308095 -0.0002995017 0.51757813
-0.015670061 4.0046871e-05 0.53710938
-0.015881658 -8.6834189e-05 0.55664063
-0.016605854 -0.00043996843 0.57617188
-0.017905235 -0.00022329623 0.59570313
-0.017625093 -0.00037219143 0.61523438
-0.018709898 0.00060453312 0.63476563
-0.019070506 2.6007183e-05 0.65429688
-0.020170212 0.00029259827 0.67382813
-0.021132827 -0.00029724324 0.69335938
-0.021898746 0.00029642833 0.71289063
-0.021454692 0.00012739329 0.73242188
-0.022494793 7.5681601e-05 0.75195313
-0.023648143 -0.00030043302 0.77148438
-0.023525953 -0.00023060711 0.79101563
-0.024819374 -0.00027606729 0.81054688
-0.025603175 -5.6438148e-05 0.83007813
-0.026413798 0.00012300443 0.84960938
-0.026249886 0.0002225861 0.86914063
-0.027430058 0.00019337749 0.88867188
-0.02822876 0.00039887382 0.90820313
-0.028607249 4.8894435e-06 0.92773438
-0.029039383 0.00049725641 0.94726563
-0.029957294 -4.0046871e-05 0.96679688
-0.030383468 -0.00030074734 0.98632813
-0.031605363 -0.00012506498 1.0058594
-0.031453371 -0.00012046658 1.0253906
-0.032556057 -0.00032947864 1.0449219
-0.033211708 -0.00057449797 1.0644531
-0.033897161 -0.00016330741 1.0839844
-0.034612417 -0.00023376197 1.1035156
-0.035268068 -5.8964361e-05 1.1230469
-0.036087632 -0.00032146927 1.1425781
-0.036084652 -1.5809201e-05 1.1621094
-0.037592649 -5.356269e-05 1.1816406
-0.038036704 -0.00018123537 1.2011719
-0.037926435 -0.00018306309 1.2207031
-0.038999319 -0.00015861588 1.2402344
-0.040116906 0.00035041012 1.2597656
-0.040084124 -0.00036808196 1.2792969
-0.040960312 -0.00032028183 1.2988281
-0.0415802 -7.2829425e-05 1.3183594
-0.042322278 -0.00012473902 1.3378906
-0.042760372 9.4762072e-05 1.3574219
-0.04427135 0.0001198845 1.3769531
-0.044310093 0.00015683472 1.3964844
-0.045534968 2.1408778e-05 1.4160156
-0.045704842 0.00040436862 1.4355469
-0.046613812 0.00052418327 1.4550781
-0.04696548 -0.00018331921 1.4746094
-0.04773736 0.00023582252 1.4941406
-0.04799068 0.00012118835 1.5136719
-0.049009919 -0.00012267847 1.5332031
-0.049814582 1.2898818e-05 1.5527344
-0.050160289 4.5646448e-05 1.5722656
-0.051337481 -0.00022351742 1.5917969
-0.051146746 -9.2305709e-05 1.6113281
-0.052344799 -7.5076241e-05 1.6308594
-0.052851439 0.00011365628 1.6503906
-0.053089857 3.5925768e-05 1.6699219
-0.054201484 -5.6158751e-05 1.6894531
-0.054565072 5.6321733e-05 1.7089844
-0.055575371 9.8138116e-06 1.7285156
-0.05595386 -8.6147338e-07 1.7480469
-0.05684793 -0.0003127032 1.7675781
-0.056970119 -0.00035138801 1.7871094
-0.057929754 -0.00029758085 1.8066406
-0.058624148 0.00048661605 1.8261719
-0.060373545 -0.00021677697 1.8457031
-0.06017983 -0.00014204998 1.8652344
-0.061258674 -2.0256266e-06 1.8847656
-0.061526895 0.00017719576 1.9042969
-0.061777234 0.00018753344 1.9238281
-0.062304735 0.0002548215 1.9433594
-0.06339848 -0.00016695121 1.9628906
-0.064063072 -5.0058588e-07 1.9824219
-0.064209104 -6.5553468e-05 2.0019531
-0.065129995 -0.00013737008 2.0214844
-0.06583333 -0.00043950276 2.0410156
-0.067418814 -2.7241185e-06 2.0605469
-0.067430735 0.00017433194 2.0800781
-0.067934394 7.9360325e-05 2.0996094
-0.068730116 0.00018348219 2.1191406
-0.069513917 0.00021442538 2.1386719
-0.069579482 2.7334318e-05 2.1582031
-0.07057488 0.00023699831 2.1777344
-0.070825219 -0.00034195837 2.1972656
-0.071969628 -0.00039008446 2.2167969
-0.072255731 -0.00016893027 2.2363281
-0.073042512 6.7031942e-05 2.2558594
-0.073471665 -0.00022234162 2.2753906
-0.073969364 -0.00034455443 2.2949219
-0.075268745 -5.789334e-05 2.3144531
-0.075888634 -0.00024839537 2.3339844
-0.07596612 0.00022859313 2.3535156
-0.076466799 0.00045802444 2.3730469
-0.077649951 0.00011505326 2.3925781
-0.078323483 -0.00011220109 2.4121094
-0.079247355 -0.00023740577 2.4316406
-0.079056621 4.9127266e-06 2.4511719
-0.080379844 -0.00026691705 2.4707031
-0.080400705 -0.00036024721 2.4902344
-0.08149147 -0.00016045524 2.5097656
